category,source,title,abstract,url
Thời sự,vnexpress.net,"Lật thuyền khi xem đua ghe, hai mẹ con tử vong","Thuyền chở 11 người đi xem đua ghe ở lễ hội cầu ngư làng Thai Dương Hạ, phường Thuận An bất ngờ bị chìm, hai mẹ con tử vong.",https://vnexpress.net/lat-thuyen-khi-xem-dua-ghe-hai-me-con-tu-vong-5044933.html
Thời sự,vnexpress.net,Diện mạo quốc lộ 13 nối TP HCM - Bình Dương sau mở rộng 8 làn xe,"Hơn 9 km quốc lộ 13 từ Ngã ba Ông Bố đến Vành đai 3 được nâng cấp lên 8 làn xe rộng rãi, giảm tình trạng kẹt xe qua tỉnh Bình Dương cũ.",https://vnexpress.net/dien-mao-quoc-lo-13-noi-tp-hcm-binh-duong-sau-mo-rong-8-lan-xe-5044700.html
Thời sự,vnexpress.net,Hai phó ban Tổ chức Trung ương nghỉ công tác,Phó ban Tổ chức Trung ương Hoàng Đăng Quang và Nguyễn Quang Dương được Bộ Chính trị đồng ý cho nghỉ công tác từ 1/3 và nghỉ hưu từ 1/12/2026.,https://vnexpress.net/hai-pho-ban-to-chuc-trung-uong-nghi-cong-tac-5044885.html
Thời sự,vnexpress.net,9 dự án chống ngập khẩn cấp ở Hà Nội,"Hà Nội triển khai hàng loạt dự án chống ngập khẩn cấp, trong đó có cải tạo tuyến hạ lưu sông Kim Ngưu nối sông Tô Lịch, nâng cấp kênh Thụy Phương, dự kiến hoàn thành trước mùa mưa bão năm 2026.",https://vnexpress.net/9-du-an-chong-ngap-khan-cap-o-ha-noi-5044231.html
Thời sự,vnexpress.net,"Hà Nội sẽ chuyển toàn bộ xe taxi chạy xăng, dầu sang xe điện","Thành phố yêu cầu chậm nhất đến năm 2030, toàn bộ taxi chạy xăng, dầu chuyển sang sử dụng điện, năng lượng xanh.",https://vnexpress.net/ha-noi-se-chuyen-toan-bo-xe-taxi-chay-xang-dau-sang-xe-dien-5044877.html
Thời sự,vnexpress.net,"Chủ tịch TP HCM: Không tổ chức sự kiện tràn lan đường Nguyễn Huệ, Lê Lợi","Sự kiện tổ chức ở đường Nguyễn Huệ, Lê Lợi cần chọn lọc, thành phố đồng ý, không tràn lan để tránh kẹt xe “không lối thoát”, theo ông Nguyễn Văn Được.",https://vnexpress.net/chu-tich-tp-hcm-khong-to-chuc-su-kien-tran-lan-duong-nguyen-hue-le-loi-5044858.html
Thời sự,vnexpress.net,Cháy tàu du lịch ở vịnh Hạ Long,Tàu du lịch chở 41 người bất ngờ bốc cháy khi đang hành trình trên vịnh Hạ Long chiều 27/2.,https://vnexpress.net/chay-tau-du-lich-o-vinh-ha-long-5044878.html
Thời sự,vnexpress.net,Ông Trần Hồng Thái điều hành Viện Hàn lâm Khoa học và Công nghệ Việt Nam,"Ông Trần Hồng Thái, Phó chủ tịch Thường trực Viện Hàn lâm Khoa học và Công nghệ Việt Nam, được Thủ tướng giao điều hành Viện.",https://vnexpress.net/ong-tran-hong-thai-dieu-hanh-vien-han-lam-khoa-hoc-va-cong-nghe-viet-nam-5044851.html
Thời sự,vnexpress.net,Bí thư Hà Nội: Phát triển đô thị sông Hồng xanh và bền vững,"Ông Nguyễn Duy Ngọc cho hay thành phố xác định đô thị sông Hồng phải bảo đảm an toàn, môi trường xanh, mật độ dân cư hợp lý và phát triển bền vững.",https://vnexpress.net/bi-thu-ha-noi-phat-trien-do-thi-song-hong-xanh-va-ben-vung-5044854.html
Thời sự,vnexpress.net,"6 xe tông liên hoàn, đường ra sân bay Nội Bài tắc cứng","5 xe ôtô cùng một xe khách 16 chỗ tông nhau trên đường Võ Nguyên Giáp, khiến hướng đi sân bay Nội Bài tắc nhiều km, chiều 27/2.",https://vnexpress.net/6-xe-tong-lien-hoan-duong-ra-san-bay-noi-bai-tac-cung-5044853.html
Thời sự,vnexpress.net,Tổng Bí thư: Phát triển y tế hiện đại trên nền tảng nhân ái,"Tổng Bí thư Tô Lâm nhấn mạnh ngành y tế phải phát triển hiện đại, ứng dụng khoa học nhưng giữ vững y đức, lấy người bệnh làm trung tâm phục vụ.",https://vnexpress.net/tong-bi-thu-phat-trien-y-te-hien-dai-tren-nen-tang-nhan-ai-5044840.html
Thời sự,vnexpress.net,Kịch tính đua thuyền trong Lễ cầu ngư cửa biển Thuận An,"Người dân làng Thai Dương Hạ, phường Thuận An đua ghe, tái hiện công việc đánh bắt thủy hải sản trong lễ cầu ngư được tổ chức ba năm một lần.",https://vnexpress.net/kich-tinh-dua-thuyen-trong-le-cau-ngu-cua-bien-thuan-an-5044727.html
Thời sự,vnexpress.net,"Ông Nguyễn Kim Sơn, Nguyễn Sỹ Hiệp giữ chức Phó ban Chính sách, chiến lược Trung ương","Bộ Chính trị điều động Bộ trưởng Giáo dục và Đào tạo Nguyễn Kim Sơn và Phó chủ nhiệm Văn phòng Chính phủ Nguyễn Sỹ Hiệp giữ chức Phó ban Chính sách, chiến lược Trung ương.",https://vnexpress.net/ong-nguyen-kim-son-nguyen-sy-hiep-giu-chuc-pho-ban-chinh-sach-chien-luoc-trung-uong-5044802.html
Thời sự,vnexpress.net,"Xây nhà máy nước, xử lý rác ở Phú Quốc phục vụ APEC 2027","Nhà máy nước, khu xử lý và điện rác tổng vốn 1.238 tỷ đồng được khởi công ngày 27/2, nhằm phục vụ APEC 2027 và nâng cấp hạ tầng môi trường trên đảo.",https://vnexpress.net/xay-nha-may-nuoc-xu-ly-rac-o-phu-quoc-phuc-vu-apec-2027-5044655.html
Thời sự,vnexpress.net,5 thượng tướng quân đội nghỉ công tác,"Thượng tướng Hoàng Xuân Chiến, Lê Huy Vịnh, Võ Minh Lương, Vũ Hải Sản và Huỳnh Chiến Thắng, sẽ thôi giữ các chức vụ, nghỉ công tác từ 1/3.",https://vnexpress.net/5-thuong-tuong-quan-doi-nghi-cong-tac-5044769.html
Thời sự,vnexpress.net,Đà Nẵng quy hoạch tổng thể Nam Hội An,"TP Đà Nẵng đang thuê tư vấn lập quy hoạch tổng thể khu vực từ cầu Cửa Đại đến các xã Thăng An, Thăng Trường, nhằm kết nối không gian và chuẩn bị triển khai loạt dự án hạ tầng chiến lược.",https://vnexpress.net/da-nang-quy-hoach-tong-the-nam-hoi-an-5044756.html
Thời sự,vnexpress.net,TP HCM nắn metro số 7 qua trung tâm hành chính mới ở Thủ Thiêm,"Thành phố điều chỉnh hướng tuyến metro số 7 đoạn qua Khu đô thị mới Thủ Thiêm, nhằm hình thành trục kết nối với trung tâm chính trị - hành chính mới của thành phố.",https://vnexpress.net/tp-hcm-nan-metro-so-7-qua-trung-tam-hanh-chinh-moi-o-thu-thiem-5044677.html
Thời sự,vnexpress.net,Khu lưu niệm Thủ tướng Phạm Văn Đồng,"Hơn 1.500 hiện vật tái hiện cuộc đời, sự nghiệp cố Thủ tướng Phạm Văn Đồng, thu hút người dân tham quan dịp 120 năm ngày sinh của ông (1/3/1906 - 1/3/2026).",https://vnexpress.net/khu-luu-niem-thu-tuong-pham-van-dong-5044377.html
Thời sự,vnexpress.net,700 năm thiền phái của người Việt,"Được thái thượng hoàng Trần Nhân Tông sáng lập, Thiền phái Trúc Lâm từng phát triển cực thịnh vào triều Trần, song có nhiều thế kỷ bị quên lãng.",https://vnexpress.net/700-nam-thien-phai-cua-nguoi-viet-5044069.html
Thời sự,vnexpress.net,"Hai xe khách va chạm, một người tử vong","Ôtô 16 chỗ va chạm với xe giường nằm trên quốc lộ 1, đoạn qua xã Cai Kinh, khiến một người chết và 5 người bị thương.",https://vnexpress.net/hai-xe-khach-va-cham-mot-nguoi-tu-vong-5044543.html
Thời sự,vnexpress.net,Nhiều người bị bắt quả tang bay flycam trái phép gần sân bay Đà Nẵng,"Sau sự cố thiết bị không người lái làm 54 chuyến bay bị ảnh hưởng dịp Tết, quân đội và công an truy vết, xử lý nhiều trường hợp, trong đó có du khách nước ngoài.",https://vnexpress.net/nhieu-nguoi-bi-bat-qua-tang-bay-flycam-trai-phep-gan-san-bay-da-nang-5044448.html
Thời sự,vnexpress.net,218 khu vực được bỏ phiếu sớm,"Theo đề nghị của 11 tỉnh, thành phố, 218 khu vực được chấp thuận tổ chức bỏ phiếu sớm, chủ yếu tại hải đảo, trên biển và địa bàn có điều kiện đi lại đặc thù.",https://vnexpress.net/218-khu-vuc-duoc-bo-phieu-som-5044462.html
Thời sự,vnexpress.net,Hà Nội dự kiến hỗ trợ đào tạo 1.000 tiến sĩ,"Để hoàn thành mục tiêu phát triển nguồn nhân lực tinh hoa, thành phố đang xây dựng chính sách hỗ trợ đào tạo 1.000 nghiên cứu sinh giai đoạn 2026-2030.",https://vnexpress.net/ha-noi-du-kien-ho-tro-dao-tao-1-000-tien-si-5044474.html
Thời sự,vnexpress.net,TP HCM sẽ triển khai Công viên Cảng Nhà Rồng - Khánh Hội dịp 2/9,"Khu cảng Nhà Rồng – Khánh Hội rộng khoảng 32 ha, bỏ trống nhiều năm, sẽ được TP HCM khởi công xây công viên và mở rộng đường Nguyễn Tất Thành dịp 2/9 tới.",https://vnexpress.net/tp-hcm-se-trien-khai-cong-vien-cang-nha-rong-khanh-hoi-dip-2-9-5044412.html
Thời sự,vnexpress.net,Tổng Bí thư: Quy hoạch Thủ đô phải để 100 năm sau nhìn lại vẫn thấy đúng,"Tổng Bí thư Tô Lâm yêu cầu Hà Nội quy hoạch chủ động, đồng bộ với môi trường, không để xây dựng manh mún dẫn đến ùn tắc, úng ngập; mọi quyết sách phát triển phải tính cho lâu dài, để thế hệ sau nhìn lại vẫn thấy đúng.",https://vnexpress.net/tong-bi-thu-quy-hoach-thu-do-phai-de-100-nam-sau-nhin-lai-van-thay-dung-5044294.html
Thời sự,vnexpress.net,Ôtô khách chở 32 người lật trên quốc lộ 14,"Xe chở 32 khách đi trên quốc lộ 14, lúc ôm cua lật ngang khiến một người tử vong, trưa 26/2.",https://vnexpress.net/oto-khach-cho-32-nguoi-lat-tren-quoc-lo-14-5044376.html
Thời sự,vnexpress.net,"Nổ bình hơi kho lạnh ở TP HCM, một người chết","Người đàn ông tử vong, hai nạn nhân bị thương sau vụ nổ bình hơi kho lạnh tại cơ sở chế biến cá ở xã Long Hải, trưa 26/2.",https://vnexpress.net/no-binh-hoi-kho-lanh-o-tp-hcm-mot-nguoi-chet-5044383.html
Thời sự,vnexpress.net,Chốt mức phí đường bộ với 5 dự án cao tốc Bắc Nam,"Tài xế xe tải từ 18 tấn, xe container 40 feet trở lên đi hết 99 km cao tốc Phan Thiết - Dầu Giây sẽ phải trả phí 518.800 đồng; xe dưới 12 chỗ, xe tải dưới 2 tấn 128.700 đồng.",https://vnexpress.net/chot-muc-phi-duong-bo-voi-5-du-an-cao-toc-bac-nam-5044306.html
Thời sự,vnexpress.net,"Triển lãm Quốc phòng quốc tế năm 2026 sẽ kết hợp diễn tập, trình diễn thực địa","Tổng cục Công nghiệp quốc phòng cho biết Triển lãm 2026 sẽ có quy mô lớn, với nhiều chủng loại vũ khí đồng thời kết hợp diễn tập, trình diễn thực địa của đơn vị quân đội.",https://vnexpress.net/trien-lam-quoc-phong-quoc-te-nam-2026-se-ket-hop-dien-tap-trinh-dien-thuc-dia-5044356.html
Thời sự,vnexpress.net,"Bộ đội Hải quân bầu cử sớm tại Trường Sa, nhà giàn","Tàu Vùng 2 Hải quân rời bến mang thùng phiếu ra biển phục vụ bầu cử sớm; trước đó, đoàn công tác Vùng 4 đã vượt sóng gió đưa thùng phiếu tới Đặc khu Trường Sa và các nhà giàn.",https://vnexpress.net/bo-doi-hai-quan-bau-cu-som-tai-truong-sa-nha-gian-5044258.html
Thời sự,vnexpress.net,9 tuyến buýt ở TP HCM chuyển sang xe điện từ 1/3,"TP HCM sẽ đưa vào hoạt động 9 tuyến xe buýt với 169 ôtô điện từ đầu tháng 3, thay thế phương tiện chạy dầu diesel hiện hữu.",https://vnexpress.net/9-tuyen-buyt-o-tp-hcm-chuyen-sang-xe-dien-tu-1-3-5044634.html
Thời sự,vnexpress.net,Hàng nghìn người đội mưa diễu hành trong ngày vía Thần Tài,"Dòng người dài gần một km đội mưa diễu hành qua nhiều tuyến phố ở Biên Hòa trong lễ hội Chùa Ông, sáng mùng 10 Tết (26/2), thu hút đông đảo người dân theo dõi.",https://vnexpress.net/hang-nghin-nguoi-doi-mua-dieu-hanh-trong-ngay-via-than-tai-5044259.html
Thời sự,vnexpress.net,Ba tai nạn liên tiếp trên cao tốc Dầu Giây - Phan Thiết,"Ba vụ va chạm gần nhau liên quan 7 ôtô trên cao tốc Dầu Giây – Phan Thiết đoạn qua xã Tân Lập khiến giao thông ùn tắc nhiều giờ, sáng 26/2.",https://vnexpress.net/ba-tai-nan-lien-tiep-tren-cao-toc-dau-giay-phan-thiet-5044200.html
Thời sự,vnexpress.net,"Hải quân, cảnh sát biển TP HCM bầu cử sớm nhất nước","Hơn 4.000 cán bộ, chiến sĩ Hải quân, Cảnh sát biển, Kiểm ngư, nhân viên dầu khí... tại Bà Rịa - Vũng Tàu cũ, bầu cử sớm nhất nước để lên đường làm nhiệm vụ trên biển.",https://vnexpress.net/hai-quan-canh-sat-bien-tp-hcm-bau-cu-som-nhat-nuoc-5044183.html
Thời sự,vnexpress.net,"'Kiểm phiếu chặt chẽ, công bố sớm kết quả bầu cử'","Chủ tịch Quốc hội Trần Thanh Mẫn yêu cầu kiểm phiếu khách quan, công bố kết quả chậm nhất ngày 25/3, phục vụ Kỳ họp thứ nhất Quốc hội khóa 16 dự kiến khai mạc ngày 6/4.",https://vnexpress.net/kiem-phieu-chat-che-cong-bo-som-ket-qua-bau-cu-5044276.html
Thời sự,vnexpress.net,Hòn Khoai định hướng thành đảo di sản,"Cụm đảo Hòn Khoai sẽ trở thành đảo di sản, gắn bảo tồn lịch sử, sinh thái với kinh tế biển và quốc phòng.",https://vnexpress.net/hon-khoai-dinh-huong-thanh-dao-di-san-5044067.html
Thời sự,vnexpress.net,Cơ sở sản xuất lắp đặt thiết bị truyền tin báo cháy,"Các cơ sở kinh doanh, nhà máy trên cả nước chủ động lắp đặt thiết bị truyền tin báo cháy theo quy định mới nhằm hỗ trợ phản ứng nhanh khi có sự cố.",https://vnexpress.net/co-so-san-xuat-lap-dat-thiet-bi-truyen-tin-bao-chay-5044295.html
Thời sự,vnexpress.net,Hiện trường tàu SE3 tông nát xe tải,"Thùng container bẹp dúm, cabin biến dạng, đầu tàu móp méo, lan can và dải phân cách đổ nghiêng sau cú va chạm mạnh giữa tàu SE3 và xe tải tại đường ngang.",https://vnexpress.net/hien-truong-tau-se3-tong-nat-xe-tai-5044138.html
Thời sự,vnexpress.net,Việt Nam sẽ đào tạo 5.000 người phát triển trò chơi điện tử giáo dục lịch sử,Phó thủ tướng Nguyễn Hòa Bình cho biết Chính phủ sẽ tổ chức chương trình đào tạo chuyên sâu 5.000 người phát triển trò chơi điện tử phục vụ giáo dục lịch sử Việt Nam.,https://vnexpress.net/viet-nam-se-dao-tao-5-000-nguoi-phat-trien-tro-choi-dien-tu-giao-duc-lich-su-5043966.html
Thời sự,vnexpress.net,Tàu SE3 tông nát xe tải mắc kẹt trên đường sắt,"Đang rẽ qua đường ngang thì barie tự động hạ xuống, xe tải mắc kẹt trên ray và bị tàu SE3 đâm, tài xế tử vong, một người bị đa chấn thương.",https://vnexpress.net/tau-se3-tong-nat-xe-tai-mac-ket-tren-duong-sat-5044125.html
Thời sự,vnexpress.net,"Tổng Bí thư: Xây điểm tựa kinh tế, chấn hưng nền tảng văn hóa","Tổng Bí thư yêu cầu kinh tế nhà nước phải trở thành ""điểm tựa quốc gia"", chiếm lĩnh cao điểm chiến lược của nền kinh tế; đồng thời văn hóa phải soi đường, tạo nội lực tinh thần cho phát triển nhanh và bền vững.",https://vnexpress.net/tong-bi-thu-xay-diem-tua-kinh-te-chan-hung-nen-tang-van-hoa-5043899.html
Thời sự,vnexpress.net,Con trai bầu Hiển ứng cử đại biểu HĐND TP Hà Nội,"Đỗ Vinh Quang 31 tuổi, con trai ông Đỗ Quang Hiển, nằm trong danh sách 205 người ứng cử đại biểu HĐND TP Hà Nội nhiệm kỳ 2026-2031.",https://vnexpress.net/con-trai-bau-hien-ung-cu-dai-bieu-hdnd-tp-ha-noi-5044030.html
Thời sự,vnexpress.net,'Văn hóa là một trong các trụ cột phát triển quốc gia',"Nghị quyết 80 đặt văn hóa ngang tầm chính trị, kinh tế, xã hội, xác định đây là trụ cột và hệ điều tiết của phát triển, đồng thời yêu cầu bố trí tối thiểu 2% tổng chi ngân sách nhà nước cho lĩnh vực này.",https://vnexpress.net/van-hoa-la-mot-trong-cac-tru-cot-phat-trien-quoc-gia-5043805.html
Thời sự,vnexpress.net,Đề xuất làm trục 8-10 làn xe và đường sắt nhẹ ven sông Sài Gòn,"Doanh nghiệp đề xuất làm trục ven sông dài hơn 78 km và tuyến đường sắt đô thị nhẹ (LRT/Tramway) gần 49 km dọc sông Sài Gòn, kết nối Bến xe Miền Tây với khu vực Ba Son.",https://vnexpress.net/de-xuat-lam-truc-8-10-lan-xe-va-duong-sat-nhe-ven-song-sai-gon-5043962.html
Thời sự,vnexpress.net,"Vụ chìm tàu trên hồ Thác Bà: Tàu khách chở quá tải, không nhường đường","Tàu YB-0876H được chở tối đa 12 người nhưng thực tế chở 23, không nhường đường cho phương tiện trọng tải lớn hơn dẫn đến va chạm, làm 6 người tử vong.",https://vnexpress.net/vu-chim-tau-tren-ho-thac-ba-tau-khach-cho-qua-tai-khong-nhuong-duong-5043985.html
Thời sự,vnexpress.net,Hơn 200 tấn dưa hấu bỏ thối vì 'không đạt năng suất cam kết',"Tranh chấp giữa nhà vườn và thương lái về năng suất thực tế khiến hơn 200 tấn dưa hấu tại xã Ia Mơ bị bỏ mặc ngoài đồng, hư hỏng.",https://vnexpress.net/hon-200-tan-dua-hau-bo-thoi-vi-khong-dat-nang-suat-cam-ket-5043821.html
Thời sự,vnexpress.net,Nông nghiệp dẫn đầu mức lương trần CEO,"Với mức lương tháng từ trăm triệu đến hơn nửa tỷ đồng ở tầng lãnh đạo, ngành nông nghiệp bước vào cuộc đua cạnh tranh nhân sự cấp cao.",https://vnexpress.net/nong-nghiep-dan-dau-muc-luong-tran-ceo-5043606.html
Thời sự,vnexpress.net,Lễ vía Ngọc hoàng của gia đình người Hoa ở TP HCM,"Theo truyền thống, hàng năm bà Diệp Tú Huê ở phường Chợ Lớn mua mía, làm hột gà đỏ, bánh hình rùa, tháp đường làm lễ vía Ngọc hoàng.",https://vnexpress.net/le-via-ngoc-hoang-cua-gia-dinh-nguoi-hoa-o-tp-hcm-5043728.html
Thời sự,vnexpress.net,Trung đội nữ dân quân đầu tiên ở miền Bắc bắn rơi máy bay Mỹ,"Trải qua đợt huấn luyện ngắn, các cô gái thuộc Trung đội nữ dân quân Hoa Lộc liên tiếp lập chiến công, bắn rơi ba máy bay của không quân Mỹ.",https://vnexpress.net/trung-doi-nu-dan-quan-dau-tien-o-mien-bac-ban-roi-may-bay-my-5039702.html
Thời sự,vnexpress.net,Công nghiệp văn hóa phấn đấu đóng góp 7% GDP năm 2030,"Việt Nam đặt mục tiêu công nghiệp văn hóa đóng góp 7% GDP vào 2030, 9% vào 2045, đồng thời chi tối thiểu 2% tổng ngân sách nhà nước cho phát triển văn hóa theo Nghị quyết 80 của Bộ Chính trị. Hội nghị quán triệt Nghị quyết được tổ chức sáng 25/2.",https://vnexpress.net/cong-nghiep-van-hoa-phan-dau-dong-gop-7-gdp-nam-2030-5043737.html
Thời sự,vnexpress.net,"Đề xuất mở rộng đường Láng lên 53,5 m","Sở Xây dựng Hà Nội đề xuất mở rộng đường Láng (vành đai 2, đoạn từ Ngã Tư Sở đến Cầu Giấy) từ 21 m lên 53,5 m cho đường dưới thấp và 19 m cho trên cao.",https://vnexpress.net/de-xuat-mo-rong-duong-lang-len-53-5-m-5043718.html
Thời sự,vnexpress.net,Phát động giải chạy trực tuyến tiếp sức trẻ sống chung với bệnh hiếm,"Quỹ Hy Vọng (thuộc báo VnExpress) phối hợp vRace tổ chức giải chạy trực tuyến Run for Rare Kids đồng hành cùng trẻ sống chung với bệnh hiếm, từ ngày 28/2 đến 31/3.",https://vnexpress.net/phat-dong-giai-chay-truc-tuyen-tiep-suc-tre-song-chung-voi-benh-hiem-5043615.html
Thời sự,vnexpress.net,"Ôtô đầu kéo lật, cầu huyết mạch TP HCM qua Đồng Nai ùn tắc","Ôm cua khi vừa xuống cầu Thủ Biên, xã Tân An (Đồng Nai), xe đầu kéo chở theo hàng nặng lật ngang, hàng hóa tràn xuống đường gây kẹt xe, chiều 24/2.",https://vnexpress.net/oto-dau-keo-lat-cau-huyet-mach-tp-hcm-qua-dong-nai-un-tac-5043700.html
Thời sự,vnexpress.net,Cây đổ đè trúng hai người ở Hà Nội,"Cây si trong vườn hoa Lý Tự Trọng, đối diện đền Quán Thánh, phường Tây Hồ, bất ngờ đổ làm hai người bị thương, chiều 24/2.",https://vnexpress.net/cay-do-de-trung-hai-nguoi-o-ha-noi-5043681.html
Thời sự,vnexpress.net,Biển Gia Lai xuất hiện dải nước màu đỏ dài hơn một km,"Hơn một km bờ biển Tam Quan, phường Hoài Nhơn Bắc có dải nước màu nâu đỏ rộng khoảng 20-30 m, thu hút sự quan tâm của nhiều người.",https://vnexpress.net/bien-gia-lai-xuat-hien-dai-nuoc-mau-do-dai-hon-mot-km-5043686.html
Thời sự,vnexpress.net,Thủ tướng: Phải có lời giải thỏa đáng cho những câu hỏi lớn,"Thủ tướng Phạm Minh Chính cho rằng phải có lời giải thỏa đáng cho những câu hỏi lớn như thoát bẫy thu nhập trung bình, mô hình quản trị đất nước, xây dựng hệ giá trị quốc gia.",https://vnexpress.net/thu-tuong-phai-co-loi-giai-thoa-dang-cho-nhung-cau-hoi-lon-5043576.html
Thời sự,vnexpress.net,Bộ Nội vụ: Dự báo lao động 'nhảy việc' không nhiều,"Doanh nghiệp có nhiều chính sách thu hút, giữ chân lao động ngay từ trước Tết Bính Ngọ 2026 nên dự báo tình trạng ""nhảy việc"" sắp tới không nhiều.",https://vnexpress.net/bo-noi-vu-du-bao-lao-dong-nhay-viec-khong-nhieu-5043530.html
Thời sự,vnexpress.net,'Chuẩn bị kỹ lưỡng phương án nhân sự cho kỳ họp Quốc hội đầu tiên của khóa 16',"Chủ tịch Quốc hội Trần Thanh Mẫn yêu cầu phương án, kịch bản liên quan công tác nhân sự tại kỳ họp tháng 4 phải được chuẩn bị kỹ lưỡng, đúng quy trình.",https://vnexpress.net/chuan-bi-ky-luong-phuong-an-nhan-su-cho-ky-hop-quoc-hoi-dau-tien-cua-khoa-16-5043540.html
Thời sự,vnexpress.net,Cửa hàng nội thất ở TP HCM cháy ngùn ngụt,"Đám cháy bốc lên từ cửa hàng đồ gỗ nội thất ở phường Phước Long (TP Thủ Đức cũ) lan sang đường dây điện hạ thế, khiến khu dân cư náo loạn, chiều 24/2.",https://vnexpress.net/cua-hang-noi-that-o-tp-hcm-chay-ngun-ngut-5043672.html
Thời sự,vnexpress.net,"Dân công sở đổ tới phủ Tây Hồ, chùa Quán Sứ","Trở lại Hà Nội làm việc sau kỳ nghỉ Tết kéo dài, nhiều công chức, nhân viên văn phòng tranh thủ giờ nghỉ trưa đến dâng lễ, bốc quẻ cầu may tại phủ Tây Hồ, chùa Hà, Quán Sứ.",https://vnexpress.net/dan-cong-so-do-toi-phu-tay-ho-chua-quan-su-5043515.html
Thời sự,vnexpress.net,Lấy mẫu quan trắc môi trường sau vụ nổ ở khu công nghiệp Tằng Loỏng,"Đơn vị chuyên môn đang khảo sát, lấy mẫu quan trắc không khí, nước sau vụ nổ bồn tinh chế tại Công ty TNHH Phốt pho vàng Việt Nam, khu công nghiệp Tằng Loỏng.",https://vnexpress.net/lay-mau-quan-trac-moi-truong-sau-vu-no-o-khu-cong-nghiep-tang-loong-5043470.html
